random_seed,coroutines_count,coroutines_limit,awaitings_count,expected_sleep_time,total_slept_for,min_coro_time,max_coro_time,avg_coro_time,median_coro_time,total_diff_elapsed_time
1234,20,20,10,5.227809442722849,0.48187576804775745,0.06643601099494845,0.4813609899720177,0.26774383196025153,0.302476181066595,0.12706719648218173
1234,20,20,15,5.227809442722849,0.48812160396482795,0.06653396203182638,0.4876362029463053,0.2707054904545657,0.3055732339853421,0.1863003663684653
1234,20,20,20,5.227809442722849,0.48965396999847144,0.06866471003741026,0.4892973710084334,0.2740647589962464,0.3088176950113848,0.2534857372020783
1234,20,20,25,5.227809442722849,0.4919047839939594,0.07312365400139242,0.4914555480936542,0.27609830955625514,0.3111520579550415,0.294156748402253
1234,20,20,30,5.227809442722849,0.49515286600217223,0.07184104702901095,0.49474500899668783,0.27884543904219755,0.3166989589808509,0.34909933812110144
1234,20,20,35,5.227809442722849,0.5005563610466197,0.0824784089345485,0.5001671999925748,0.2823792261420749,0.3197682530153543,0.4197750801186489
1234,20,20,40,5.227809442722849,0.5008545750752091,0.09630537300836295,0.5003609550185502,0.28544288346311075,0.32314537197817117,0.48104822653936613
1234,20,20,45,5.227809442722849,0.5034722470445558,0.08814258291386068,0.503061325987801,0.28945349021232686,0.31997637695167214,0.561260361523688
1234,20,21,10,5.227809442722849,0.4848725040210411,0.06518802000209689,0.4844153169542551,0.2680323659966234,0.3033509789966047,0.13283787720961887
1234,20,21,15,5.227809442722849,0.4873289380921051,0.06788813404273242,0.48690210399217904,0.27062524765497076,0.3049283910077065,0.18469551037656534
1234,20,21,20,5.227809442722849,0.4940992429619655,0.06858443305827677,0.4936584250535816,0.27384260927792636,0.3077190100448206,0.24904274283567834
1234,20,21,25,5.227809442722849,0.4928501769900322,0.06517693400382996,0.49211594997905195,0.2761224792571738,0.31233031302690506,0.29464014242062736
1234,20,21,30,5.227809442722849,0.4956127069890499,0.07174639997538179,0.4950714389560744,0.27863553164643234,0.3171210939763114,0.34490119020579774
1234,20,21,35,5.227809442722849,0.5001174850622192,0.08273467095568776,0.4996995209949091,0.28191014514304696,0.3175588520243764,0.41039346013809014
1234,20,21,40,5.227809442722849,0.5007331040687859,0.09656653401907533,0.5003510429523885,0.28476042854599654,0.3251797410193831,0.46739912819708157
1234,20,21,45,5.227809442722849,0.5056901050265878,0.09147103095892817,0.5052354920189828,0.28925134330638685,0.3157106980215758,0.5572174234048874
1234,20,22,10,5.227809442722849,0.48699121200479567,0.06370694900397211,0.48654958605766296,0.2679426896735094,0.3024727340089157,0.1310443507473396
1234,20,22,15,5.227809442722849,0.48772711807396263,0.06759997201152146,0.4872802639147267,0.2708895957563072,0.30745857395231724,0.18998247240329552
1234,20,22,20,5.227809442722849,0.48923320102039725,0.06909028301015496,0.4887935220031068,0.27370578154805114,0.30667994101531804,0.2463061882381739
1234,20,22,25,5.227809442722849,0.4897683090530336,0.0711015349952504,0.48935864598024637,0.27571213238989,0.31069738196674734,0.28643320507495124
1234,20,22,30,5.227809442722849,0.4955506849801168,0.07111707993317395,0.49510644597467035,0.2784788921417203,0.31518613710068166,0.34176840011155624
1234,20,22,35,5.227809442722849,0.502293574041687,0.08459388092160225,0.5017736320151016,0.28246738510206343,0.31692549597937614,0.421538259318419
1234,20,22,40,5.227809442722849,0.5018590019317344,0.09348909801337868,0.5014016790082678,0.2855560724041425,0.32112014503218234,0.48331200536
